NAME,YEAR,THEME,Number of unique parts,Number of parts,UNIQUENESS
Gargoyle Bridge,2006,Knights Kingdom II,0,85,0.000000
Mini Mech,2013,Galaxy Squad,0,21,0.000000
Tracks,2009,Technic,0,1,0.000000
Hewkii (Kabaya Promotional),2003,Matoran of Mata Nui,0,17,0.000000
Esso Pumps/Sign,1956,Supplemental,0,2,0.000000
Motorbike,1999,Znap,0,10,0.000000
Fun with Building Tub - Reissue,2006,Basic Set,0,31,0.000000
Pneumatic Switch (Pack of 5),2002,Technic,0,1,0.000000
H.O.T. Blaster Bike,2003,Drome Racers,0,31,0.000000
128 MM Connecting Leads (Pack of 3),2002,Technic,0,1,0.000000
Tiger Widow Island,2016,Ninjago,0,181,0.000000
"LEGO Store Grand Opening Exclusive Set, Saarbrücken, Germany",2012,LEGO Brand Store,0,14,0.000000
Baranus V7,2009,Battle Vehicles,0,68,0.000000
Bonnie Bunny's Camper,1981,Fabuland,0,16,0.000000
"MBA Level One - Kit 1, Space Designer",2011,Master Building Academy,0,62,0.000000
Tow Truck,1984,Duplo,0,2,0.000000
Robots,2003,Designer Sets,0,14,0.000000
Lighting Device Pack,1957,Supplemental,0,3,0.000000
Exxon Fuel Tanker,1984,Station,0,45,0.000000
Coin Bank,2014,Police,0,52,0.000000
"Red Roof Bricks Parts Pack, 45 Degree",1980,Supplemental,0,12,0.000000
Speed Patroller,2000,Town,0,23,0.000000
2 x 8 Red Plates,2000,Bulk Bricks,0,1,0.000000
Dustbins with Lids,1989,Service Packs,0,2,0.000000
Burnard,2015,Series 4,0,32,0.000000
Small House - Right Set,1958,Town Plan,0,8,0.000000
LEGO fences with garden gates,1969,Supplemental,0,3,0.000000
Sea Scorpion,1998,Stingrays,0,97,0.000000
62 mm Tires and Hubs / 62 mm Tyres and Hubs,1987,Technic,0,2,0.000000
"Advent Calendar 2001, Creator (Day  4) Santa",2001,Advent Sub-Set,0,9,0.000000
Mayor's Car,1986,Fabuland,0,10,0.000000
Freestyle Playcase,1995,Freestyle,0,45,0.000000
Supply Wagon,1984,Lion Knights,0,23,0.000000
10-Stud Axles (Pack of 50),2002,Technic,0,1,0.000000
Lego Mosaic Cat,2003,Mosaic,0,8,0.000000
Anacondrai Crusher,2015,Ninjago,0,93,0.000000
White Plates 1 x n,2002,Bulk Bricks,0,8,0.000000
Poe's X-Wing Fighter,2015,Star Wars,0,12,0.000000
Front-End Loader,2009,Construction,0,50,0.000000
Ariel's Magical Boat Ride,2012,Duplo,0,14,0.000000
Dunkan Bulk and Vapor,2010,Heroes,0,41,0.000000
Power Functions AAA Battery Box,2011,Power Functions,0,1,0.000000
Bounty Hunter Gunship - Mini,2011,Star Wars Clone Wars,0,32,0.000000
Cherry - Hong Kong Lego Show Promotional,2007,Food & Drink,0,6,0.000000
Backhoe,1984,Construction,0,39,0.000000
EV3 Expansion Set,2013,EV3,0,130,0.000000
Amusement Park Space Ride,2016,Friends,0,68,0.000000
Armada Flagship,1996,Imperial Armada,0,120,0.000000
Apple,2007,Creator,0,6,0.000000
Electric Battery Box 9V 150 mAh (Rechargeable),2010,Supplemental,0,1,0.000000
Connector peg,1987,Technic,0,1,0.000000
Small Soccer Set 3 (Kabaya Box),2002,Soccer,0,9,0.000000
Lego Dacta Castle Set,1997,Castle,0,100,0.000000
"Cross Axles (Sizes 8, 10, 12)",1987,Technic,0,3,0.000000
Beach House,2008,Building,0,87,0.000000
Doors and Windows,1996,Supplemental,0,6,0.000000
Bricktober Train Station,2015,Bricktober,0,34,0.000000
Advent Calendar 2009 Pirates (Day  4) - Imperial Soldier II Officer,2009,Pirates,0,6,0.000000
Witch's Magic Manor,1997,Fright Knights,0,110,0.000000
Penguin's Playground,2014,Animals,0,27,0.000000
Fright Force,1998,Fright Knights,0,30,0.000000
Dragon Master Chariot,1994,Castle,0,24,0.000000
RoboRider Wheels,2000,RoboRiders,0,1,0.000000
Emergency Evac,1998,Res-Q,0,58,0.000000
Witch,2012,Halloween,0,29,0.000000
Supplementary Disks,1999,Throwbot Slizer,0,1,0.000000
LEGO Valentine,2014,Valentine,0,37,0.000000
Weetabix Promotional House 1,1976,Building,0,38,0.000000
Light Sensor,1995,Technic,0,1,0.000000
Space Cruiser,1979,Classic Space,0,62,0.000000
Basic Set with Storage Case,1985,Basic,0,59,0.000000
Extra Bricks White,1986,Supplemental,0,11,0.000000
Toys 'r Us Lumiere,2016,Other,0,11,0.000000
Aero Module,1987,Futuron,0,44,0.000000
Volectro,2014,Series 1,0,25,0.000000
"Mini Antennas, Control Sticks and Antennas",1991,Service Packs,0,5,0.000000
Gali - With mini CD-ROM,2001,Toa,0,19,0.000000
Rhinocerous,1998,Basic Model,0,7,0.000000
Night Crusher,2007,Tiny Turbos,0,67,0.000000
Black Knight's Treasure,1985,Black Falcons,0,20,0.000000
AT-AT - Mini,2003,Mini,0,37,0.000000
Eldorado Fortress,1989,Imperial Soldiers,0,123,0.000000
Individual 1 x 6 x 3 3-Pane Window (with glass),1954,Supplemental,0,1,0.000000
Robin,2017,Nexo Knights,0,13,0.000000
Large Gear Wheels,1999,Technic,0,2,0.000000
"Advent Calendar 2013, Friends (Day 15) - Bench",2013,Friends,0,5,0.000000
Advent Calendar 2009 Pirates (Day 22) - Skeleton and Snake,2009,Pirates,0,5,0.000000
Advent Calendar 2011 City (Day  7) Skateboard and Gifts,2011,City,0,8,0.000000
City Garage,2012,Traffic,0,192,0.000000
Emma's Splash Pool,2012,Friends,0,24,0.000000
12V Locomotive,1977,12V,0,24,0.000000
Blue Strata XXL,2004,Basic Set,0,96,0.000000
Advent Calendar 2007 City (Day  8) Luggage Cart,2007,City,0,6,0.000000
Assortment of Beams,1992,Technic,0,6,0.000000
Road Crane,1979,Construction,0,32,0.000000
"Advent Calendar 2012, Friends (Day 21) - Fireplace",2012,Friends,0,9,0.000000
{Basic Promotional Set},1997,Basic Model,0,6,0.000000
TECHNIC Motor 4.5 Volt,1992,Technic,0,1,0.000000
Adrift Sport,2008,Tiny Turbos,0,22,0.000000
Basic Building Set + Storage Case,1984,Basic Set,0,13,0.000000
Helicopter Transport,2000,Rock Raiders,0,19,0.000000
Rocket Racer,1996,Time Cruisers,0,35,0.000000
Emergency Rescue Box,2006,Basic Set,0,30,0.000000
Advent Calendar 2014 City (Day 17) Santa's Sled with Box,2014,City,0,5,0.000000
Advent Calendar 2006 City (Day 15) Phone Kiosk,2006,City,0,9,0.000000
Danju (European version without Cards),2004,Knights Kingdom II,0,18,0.000000
"T-Junction, Circle (Airport)",1987,Town,0,2,0.000000
Service Truck,1982,Traffic,0,18,0.000000
Seaplane,1977,Airport,0,32,0.000000
Bureau,1973,Homemaker,0,9,0.000000
5 Plates 4 x 8 (The Building Toy),1966,Supplemental,0,1,0.000000
Crab,2005,Designer Sets,0,13,0.000000
Advent Calendar 2007 Belville (Day 11) Turret,2007,Belville,0,4,0.000000
Fire Truck,1970,Fire,0,23,0.000000
Aeroplane,1985,Airport,0,9,0.000000
Dual Defender,1992,Black Knights,0,20,0.000000
Secret of the Tomb,2003,Orient Expedition,0,28,0.000000
The Vermillion Attack,2017,Ninjago,0,44,0.000000
Mirkwood Elf Guard,2012,An Unexpected Journey,0,24,0.000000
The Batman Tumbler,2014,Batman,0,28,0.000000
"Lego Motion 1A, Gyro Bird",1989,Basic Model,0,11,0.000000
Batman Bat-Signal,2014,Batman,0,11,0.000000
Halloween Set,2011,Halloween,0,16,0.000000
Anakin's Pod Racer,2012,Star Wars Episode 1,0,16,0.000000
LEGOLAND Picture Frame - Windsor Edition,2013,Legoland,0,33,0.000000
Surface Transport,1983,Classic Space,0,20,0.000000
CREATOR Strata Red {Red Tub},2003,Basic Set,0,35,0.000000
Small Half Beam (Pack of 100),2002,Technic,0,1,0.000000
X-wing Fighter - Mini (Kabaya Box),2004,Mini,0,13,0.000000
Forklift,1998,Construction,0,56,0.000000
Homing Spider Droid,2016,Star Wars Episode 2,0,89,0.000000
Function Set,1992,Universal Building Set,0,45,0.000000
2 x 3 Bricks (System),1966,Supplemental,0,1,0.000000
Lighting Device Parts Pack,1969,Supplemental,0,4,0.000000
Land Scooper,2000,Town,0,19,0.000000
Aerial Intruder,1991,Blacktron II,0,78,0.000000
Sabah Promotional Set: Plane,1997,Basic Model,0,7,0.000000
"Sloping Ridge and Valley Bricks, Blue",1957,Supplemental,0,5,0.000000
Circus Clown Polybag,2013,Duplo,0,3,0.000000
Advent Calendar 1999 (Day  2) Snowman,1999,Advent Sub-Set,0,8,0.000000
Mobile Crane and Waggon,1975,4.5V,0,20,0.000000
Dragon Dueller,2011,Power Racers,0,38,0.000000
Black Seas Barracuda,2002,Pirates,0,150,0.000000
Advent Calendar 2007 City (Day  6) Directional Sign,2007,City,0,6,0.000000
Advent Calendar 2005 City (Day  2) Fire Hydrant Hose Airtanks,2005,City,0,7,0.000000
Advent Calendar 1998 Classic Basic (Day  7) Helicopter,1998,Classic Basic,0,7,0.000000
Monthly Mini Model Build August 2016 - Apple,2016,Monthly Mini Model Build,0,19,0.000000
Airjitzu Zane Flyer,2015,Airjitzu,0,29,0.000000
Monthly Mini Model Build April 2015 – UFO,2015,Monthly Mini Model Build,0,13,0.000000
LEGO Stores Easter Chick in egg for 2004,2004,Easter,0,6,0.000000
Small Car,2003,Orient Expedition,0,18,0.000000
Monorail Stop / Reverse Switch,1987,Service Packs,0,3,0.000000
Angle Pieces,1997,Technic,0,5,0.000000
Santa Claus,2002,Christmas,0,15,0.000000
Cross Axles & Extensions,1993,Technic,0,8,0.000000
Biplane,1974,Airport,0,10,0.000000
Conveyor Belt Links,1999,Technic,0,1,0.000000
Creations and Bricks {Red Tub},2003,Basic Set,0,69,0.000000
Large Building Plates,1998,Supplemental,0,2,0.000000
Jeep CJ-5,1977,Factory,0,22,0.000000
"Advent Calendar 2012, Star Wars (Day 9) - Imperial Officer",2012,Star Wars,0,4,0.000000
Buccaneers,1997,Pirates I,0,31,0.000000
Castle Picture Frame,2002,LEGO Brand Store,0,53,0.000000
Mini Digger,2005,Construction,0,25,0.000000
Trade Federation MTT - Mini,2003,Mini,0,45,0.000000
Hovercraft,1994,Harbor,0,58,0.000000
Advent Calendar 2014 Star Wars (Day 12) - Luke's Landspeeder,2014,Star Wars,0,9,0.000000
Basic Motor 4.5V,1987,Service Packs,0,1,0.000000
Construction Crew,1989,Construction,0,80,0.000000
Special Elements for Mini Sets,2001,Service Packs,0,23,0.000000
XXL 1800,2007,Basic Set,0,36,0.000000
Mini Vehicles,2008,Creator,0,24,0.000000
"Pushrods, Cylinder Housings",1981,Train,0,2,0.000000
Wheel Bricks with Small Black Train-Wheels,1981,Train,0,1,0.000000
Mobile Crane,1971,Construction,0,21,0.000000
World of Bricks,2006,Supplemental,0,11,0.000000
Britannia Airways,1987,Airport,0,25,0.000000
Power Pack Motor Set,1998,Supplemental,0,35,0.000000
9-Volt Touch Sensor and Leads,2004,RCX,0,3,0.000000
LEGO Creative Bucket (TRU Exclusive),2009,Basic Set,0,47,0.000000
TECHNIC Pneumatic Pump Cylinder 48mm,1985,Technic,0,1,0.000000
Mini Bulldozer,2009,Construction,0,37,0.000000
"Advent Calendar 2013, Friends (Day 21) - Musical Score",2013,Friends,0,5,0.000000
"28 Bricks with 1, 2, 4, 6 and 8 Studs [Red/White]",1969,Supplemental,0,5,0.000000
Headgear (Hats and Hair),1997,Town,0,13,0.000000
Mikey's Mini-Shellraiser,2014,Teenage Mutant Ninja Turtles,0,23,0.000000
Kraken Attackin',2009,Pirates II,0,32,0.000000
Seal's Little Rock,2014,Animals,0,21,0.000000
LEGO® Education WeDo Resource Set,2009,WeDo,0,69,0.000000
Train Connection Wire,2003,Train,0,1,0.000000
Blue Bucket,1990,Basic,0,43,0.000000
Fun with Bricks,2012,Creator,0,44,0.000000
Commuter Jet,2011,Airport,0,56,0.000000
"Advent Calendar 2012, Friends (Day 19) - Handbag",2012,Friends,0,1,0.000000
Large Freestyle Bucket,1995,Freestyle,0,101,0.000000
"Ready, Steady Build, and Race",2006,Basic Set,0,83,0.000000
Boba Fett’s Slave I - Mini - Star Wars Celebration VI Exclusive,2012,Star Wars Episode 4/5/6,0,45,0.000000
"Advent Calendar 2012, City (Day 20) Wheelbarrow with Spade and Snow",2012,Advent Sub-Set,0,5,0.000000
Advent Calendar 2005 City (Day 14) Signal Post,2005,City,0,7,0.000000
Pirates Chess Set,2015,Pirates III,0,114,0.000000
Battery Wagon,1981,Train,0,2,0.000000
Gandalf at Dol Guldur,2012,An Unexpected Journey,0,24,0.000000
Duplo Farm Polybag (goat),2014,Duplo,0,3,0.000000
Advent Calendar 2003 Creator (Day 12) Snail,2003,Creator,0,6,0.000000
Baby Ankylosaurus,2001,Dinosaurs,0,14,0.000000
Advent Calendar 2002 Creator (Day  4) Santa,2002,Creator,0,9,0.000000
Grumlo Promo Minifigure,2014,Legends of Chima,0,11,0.000000
"Millennium Falcon (Redesign), Original Trilogy Edition box",2003,Star Wars Episode 4/5/6,0,158,0.000000
1 x 1 and 1 x 2 Plates - Light Gray (architectural hobby und modelbau version),1962,Architecture,0,4,0.000000
AT-AP Walker,2008,Star Wars Episode 3,0,118,0.000000
Advent Calendar 2005 City (Day 13) Crossing Gate,2005,City,0,7,0.000000
Special Elements for Cities and Transportation Set,2002,Service Packs,0,32,0.000000
Advent Calendar 2006 City (Day 24) Santa Tree Gifts & Fireplace,2006,City,0,18,0.000000
Blue Roadster,2012,Creator,0,45,0.000000
Antenna Pack,2004,Supplemental,0,7,0.000000
Mizar,2001,Life On Mars,0,4,0.000000
Small Wheels and Axles,2002,Bulk Bricks,0,9,0.000000
"Bricks, White",1987,Service Packs,0,11,0.000000
Mini-doll Campsite Set,2016,Friends,0,24,0.000000
Quest Against Time,2010,Prince of Persia,0,104,0.000000
"Advent Calendar 2001, Creator (Day 12) Reindeer",2001,Advent Sub-Set,0,8,0.000000
Red/Black Plates,1985,Service Packs,0,4,0.000000
Advent Calendar 2005 Clikits (Day 24) Hair Grip,2005,Clikits,0,2,0.000000
Large Creative Box,2015,Duplo,0,36,0.000000
Yoda™ Magnet,2015,Gear,0,2,0.000000
Ferrari 599 GTB Fiorano 1:10,2007,Ferrari,0,98,0.000000
Enki the Panther,2015,Elves,0,12,0.000000
White Belts,1994,Technic,0,4,0.000000
Trees and Fences,1993,Supplemental,0,14,0.000000
Treehouse Adventures,2016,Creator,0,99,0.000000
Bricktober Toys R Us Store,2015,Bricktober,0,34,0.000000
Super Secret Police Enforcer,2014,The LEGO Movie,0,26,0.000000
Assorted Dark Gray Plates,2004,Bulk Bricks,0,17,0.000000
"Build and Imagine {canister, red top}",2003,Basic Set,0,12,0.000000
Race for the Mask of Life,2006,Playsets,0,157,0.000000
Jay Walker One,2015,Ninjago,0,137,0.000000
Policemen,1982,Supplemental,0,9,0.000000
Caboose,2001,My Own Train,0,47,0.000000
Space Patrol,1983,Classic Space,0,19,0.000000
Skeleton Surprise,1995,Royal Knights,0,46,0.000000
Trolley,2011,Harry Potter,0,15,0.000000
Intelligent NXT Brick (Black),2009,NXT,0,1,0.000000
Town Accessories,1994,Town,0,31,0.000000
"Box of Standard Bricks, 3+",1995,Supplemental,0,6,0.000000
Red Plates Parts Pack,1980,Supplemental,0,15,0.000000
Motorbike,2002,Riding Cycle,0,76,0.000000
Passenger Plane - Lauda Air Version,2004,Airport,0,54,0.000000
EV3 Cable Pack,2013,EV3,0,3,0.000000
Assorted Brown Bricks,2004,Bulk Bricks,0,11,0.000000
Crane Grab and Winch,1986,Service Packs,0,3,0.000000
Police Car,2008,Racers,0,13,0.000000
Castle Guard,1987,Black Falcons,0,32,0.000000
Dark Fortress Landing,2005,Knights Kingdom II,0,65,0.000000
Tree 2,2001,Studios,0,7,0.000000
Ultimate Town Building Set,2008,Basic Set,0,61,0.000000
Advent Calendar 2004 Creator (Day 21) Santa,2004,Creator,0,9,0.000000
Lava Chamber Gate,2006,Playsets,0,97,0.000000
"Advent Calendar 2001, Creator (Day 16) Police Boat",2001,Advent Sub-Set,0,9,0.000000
Quad Bike,2009,Riding Cycle,0,68,0.000000
River Expedition,1999,Jungle,0,134,0.000000
VW Auto Showroom,1958,Town Plan,0,12,0.000000
Fire Emergency Van,1979,Fire,0,35,0.000000
Glider,2006,Exo-Force,0,17,0.000000
Sonic Boom,2010,Model,0,127,0.000000
First Order Star Destroyer,2016,Star Wars Episode 7,0,25,0.000000
Prop Plane,1988,Airport,0,66,0.000000
Airplanes,1961,Airport,0,13,0.000000
Giraffe,2005,Designer Sets,0,15,0.000000
Reindeer,2014,Christmas,0,38,0.000000
Republic Gunship - Mini,2003,Mini,0,47,0.000000
Pirate Dock,2004,Pirates,0,44,0.000000
Hook-Truck,1998,Znap,0,10,0.000000
Holiday Ornament with Gold Bricks,2011,Christmas,0,3,0.000000
Samurai droid,2015,Ninjago,0,18,0.000000
Jayko (European version without Cards),2004,Knights Kingdom II,0,19,0.000000
Lorry and Fork Lift Truck,1973,Construction,0,30,0.000000
"LEGO Building Set B, Boat",1983,Basic Model,0,5,0.000000
Ice Cream Stand,2013,Friends,0,18,0.000000
"Propellers, Wheels, Rotor Unit",1987,Service Packs,0,7,0.000000
"Slopes and Slopes Double 2 x 4, Red (System)",1966,Supplemental,0,4,0.000000
Gahlok Va,2002,Bohrok Va,0,17,0.000000
Weighted Brick Pack,1992,Technic,0,1,0.000000
Plastic Playtable,1996,Supplemental,0,2,0.000000
Azog - San Diego Comic-Con 2013 Exclusive,2013,The Hobbit,0,6,0.000000
Space Jets and Wings,1991,Service Packs,0,12,0.000000
Crocodile Hideout,2014,Legends of Chima,0,15,0.000000
Sabah Promotional Set: Penguin,1997,Basic Model,0,5,0.000000
Weekend Cottage,1986,Building,0,50,0.000000
Space Accessories,1998,Space,0,14,0.000000
Truck,2014,Duplo,0,14,0.000000
"Battery Cable Kit: 20 Connectors, 3m Cable",1981,Service Packs,0,2,0.000000
AAT,2014,Star Wars,0,46,0.000000
Large Locomotive (base unit without color trim elements),2001,My Own Train,0,29,0.000000
Vaka-Waka,2015,Series 6,0,32,0.000000
Balloon Tires Large,1994,Technic,0,2,0.000000
Princess Rosaline,1999,Fairy-Tale,0,6,0.000000
Plates Yellow,1998,Service Packs,0,14,0.000000
Foundation Set - Red Bucket,2006,Basic Set,0,39,0.000000
Republic Gunship,2015,Mini,0,45,0.000000
AT-TE Walker,2008,Star Wars Clone Wars,0,199,0.000000
Motor,1977,Expert Builder,0,19,0.000000
Power Functions Train Motor,2011,Power Functions,0,3,0.000000
Advent Calendar 1998 Classic Basic (Day 14) Airplane,1998,Classic Basic,0,7,0.000000
Wheels Set,2011,Educational and Dacta,0,25,0.000000
Hook & Ladder,1994,Fire,0,70,0.000000
47 1/3 elements (plates),1969,Supplemental,0,5,0.000000
LEGO Basic Bricks,2010,Basic Set,0,11,0.000000
Creative Lego Brick Set,2016,Educational and Dacta,0,15,0.000000
"28 Bricks with 1, 2, 4, 6 and 8 Studs [Black/Trans-Clear]",1969,Supplemental,0,5,0.000000
Jay foil pack,2015,Ninjago,0,8,0.000000
Large Farm,2014,Duplo,0,55,0.000000
Santa Claus,1997,Christmas,0,9,0.000000
Flash Light Unit,1989,Train,0,1,0.000000
"Hinges and Tilted Bearings, Light Gray",1986,Service Packs,0,4,0.000000
Jeep,1968,Traffic,0,14,0.000000
Danone Promotional Set: Impala,1998,Basic Model,0,8,0.000000
Sonar Security,1993,Space Police II,0,37,0.000000
Police Command Center,2008,Police,0,131,0.000000
Passenger Plane - KLM Version,2006,Airport,0,54,0.000000
Snowman,1991,Christmas,0,17,0.000000
Small Bucket,1999,Classic Basic,0,47,0.000000
Smokin' Slickster,2011,Tiny Turbos,0,21,0.000000
Paladum,2016,Series 7,0,31,0.000000
Droid Scout,1996,Exploriens,0,16,0.000000
Krader,2014,Series 1,0,28,0.000000
Mindstorms Education Resource Set,2010,NXT,0,136,0.000000
Raft,1999,Ninja,0,17,0.000000
Front End Loader,1993,Construction,0,53,0.000000
Hero,2010,Power Racers,0,37,0.000000
Aeroplane,1972,Airport,0,14,0.000000
"9V Motor Wire, 128cm",1990,Technic,0,1,0.000000
Tractor,1978,Construction,0,23,0.000000
River Runners,1994,Recreation,0,41,0.000000
Vulture Droid foil pack,2017,Star Wars Episode 3,0,13,0.000000
Veterinarian,2017,Series 17 Minifigures,0,6,0.000000
Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools,2009,Pirates,0,3,0.000000
Strategic Pursuer,1988,Futuron,0,34,0.000000
Advent Calendar 2008 Castle (Day 11) - Fire and Crystal,2008,Castle,0,6,0.000000
Witch's Cottage,1999,Fairy-Tale,0,33,0.000000
Brickley,2011,Creator,0,30,0.000000
ETX Alien Infiltrator,2008,Mars Mission,0,117,0.000000
Santa Set,2014,Christmas,0,19,0.000000
Sabah Promotional Set: Toucan,1997,Basic Model,0,7,0.000000
Seismologic Vehicle (Sismobile),1983,Classic Space,0,29,0.000000
1 x 1 Bricks with Numbers (System),1966,Supplemental,0,10,0.000000
Knights' Kingdom Value Pack 3 (with bonus water bottle),2004,Knights Kingdom II,0,1,0.000000
Homing Spider Droid,2015,Mini,0,38,0.000000
Iconic Chess Set,2017,Game,0,55,0.000000
Large Turntables,1992,Technic,0,1,0.000000
Flurr,2014,Series 2,0,25,0.000000
"60024 Advent Calendar 2013, City (Day 15)",2013,City,0,10,0.000000
Snowman,2009,Seasonal,0,21,0.000000
Micro Mecha Horse,2016,Nexo Knights,0,16,0.000000
Easter Chick,2016,Easter,0,39,0.000000
Off Road Racer,2009,Tiny Turbos,0,17,0.000000
Tiger's Beautiful Temple,2014,Animals,0,18,0.000000
The Mine,2012,Construction,0,216,0.000000
Boulder Cliff Canyon,1997,Indians,0,84,0.000000
TECHNIC Pneumatic 2 Way Valve and Nonreturn Valve,1985,Technic,0,2,0.000000
"Red Roof Bricks, Steep Pitch",1986,Supplemental,0,12,0.000000
Advent Calendar 2009 Pirates (Day 24) - Treasure Chest with Gems,2009,Pirates,0,4,0.000000
Assorted Yellow Bricks,2003,Bulk Bricks,0,11,0.000000
Supplemental Pack for Shuttle Adventure Set 10213,2010,Service Packs,0,5,0.000000
Desert Rover,2011,Pharaoh's Quest,0,19,0.000000
2 x 3 Bricks,1955,Supplemental,0,1,0.000000
"Advent Calendar 2013, Star Wars (Day 16) - Geonosian Weapons Depot",2013,Star Wars,0,9,0.000000
Pirates' Plunder,1993,Pirates I,0,20,0.000000
Roaring Roadsters,2006,Model,0,142,0.000000
Amusement Park Bumper Cars,2016,Friends,0,114,0.000000
Minifigure Gift Set (Target Exclusive),2014,Promotional,0,16,0.000000
Bottles,2001,Studios,0,2,0.000000
"Advent Calendar 2014, Friends (Day 17) - Holiday Fireplace",2014,Friends,0,9,0.000000
Car,1987,Basic,0,10,0.000000
"Grandfather Clock, Chair and Table",1973,Homemaker,0,12,0.000000
First Order Special Forces TIE Fighter Set,2015,Star Wars,0,14,0.000000
Wire for 9V (9cm),1988,Technic,0,1,0.000000
2 x 2 Plates - Trans-Clear (cardboard box version),1963,Supplemental,0,1,0.000000
Race Car,2012,Traffic,0,21,0.000000
Complete Train Set with Motor and Signal,1976,4.5V,0,46,0.000000
Advent Calendar 2014 City (Day 13) Burglar with Bag and Flashlight,2014,City,0,8,0.000000
Large Bucket,1994,Basic Set,0,74,0.000000
Crocodile,2015,Pick A Model,0,16,0.000000
Yellow Brick Key Chain,2007,Key Chain,0,1,0.000000
Stephanie's Friendship Cakes,2017,Friends,0,61,0.000000
Motor Boat,1990,Harbor,0,19,0.000000
Clover Cow,1982,Fabuland,0,3,0.000000
Kuffs,2016,Series 7,0,33,0.000000
X-Wing,2014,Star Wars Other,0,11,0.000000
LEGO Basic Bricks Deluxe,2008,Supplemental,0,11,0.000000
